0	599.8585	-2.93E-05	1.20E-05	8.79E-06	5.65E-06	-6.71E-07	-6.36E-06	-3.17E-06	-5.49E-07	7.81E-06	620.7588	599.8585
0.0502516	1038.121	1.89E-06	-1.93E-05	-6.87E-06	5.64E-06	-6.56E-07	-6.35E-06	-3.14E-06	-5.04E-07	192.4685	620.7589	1038.121
0.1005032	1038.121	1.89E-06	-1.93E-05	-6.74E-06	5.64E-06	-5.95E-07	-6.35E-06	-3.14E-06	-5.04E-07	192.3042	620.7589	1038.121
0.1507548	1038.494	1.89E-06	-1.93E-05	-6.74E-06	5.64E-06	-5.95E-07	-6.33E-06	-3.14E-06	-5.04E-07	192.3042	620.7589	1038.494
0.2010064	1038.494	1.65E-06	-1.92E-05	-6.62E-06	5.67E-06	-5.95E-07	-6.33E-06	-3.14E-06	-4.43E-07	192.1399	620.7589	1038.494
0.251258	1038.868	1.65E-06	-1.92E-05	-6.62E-06	5.67E-06	-5.95E-07	-6.32E-06	-2.90E-06	-4.43E-07	192.1398	620.7589	1038.868
0.3015096	1038.868	1.65E-06	-1.92E-05	-6.62E-06	5.67E-06	-5.34E-07	-6.32E-06	-2.90E-06	-4.43E-07	191.9755	620.7589	1038.868
0.3517612	1039.241	1.40E-06	-1.92E-05	-6.50E-06	5.67E-06	-5.34E-07	-6.30E-06	-2.90E-06	-4.43E-07	191.9755	620.7589	1039.241
0.4020128	1039.241	1.40E-06	-1.92E-05	-6.50E-06	5.67E-06	-4.73E-07	-6.28E-06	-2.90E-06	-5.04E-07	191.8112	620.7589	1039.241
0.4522644	1039.614	1.40E-06	-1.91E-05	-6.50E-06	5.65E-06	-4.88E-07	-6.28E-06	-2.90E-06	-5.04E-07	191.8112	620.7589	1039.614
0.502516	1039.614	1.40E-06	-1.91E-05	-6.38E-06	5.65E-06	-4.88E-07	-6.27E-06	-2.90E-06	-5.04E-07	191.6469	620.7589	1039.614
0.5527676	1039.987	1.40E-06	-1.91E-05	-6.32E-06	5.63E-06	-8.29E-06	-1.41E-05	-2.66E-06	1.51E-05	191.6468	620.7589	1039.987
0.6030192	1039.987	1.40E-06	-1.89E-05	-6.32E-06	5.63E-06	-8.29E-06	-1.41E-05	-2.66E-06	1.50E-05	191.4826	620.7589	1039.987
0.6532708	1040.36	1.53E-06	-1.89E-05	-6.32E-06	5.65E-06	-8.22E-06	-1.40E-05	119.2679	76.32659	19.73589	620.7589	1040.36
0.7035224	1040.36	1.28E-06	-1.89E-05	-6.32E-06	5.65E-06	-8.22E-06	-1.40E-05	119.1079	76.2239	19.73431	620.7589	1040.36
0.753774	1040.734	1.28E-06	-1.89E-05	-6.30E-06	5.65E-06	-8.16E-06	-1.40E-05	119.0869	76.21017	19.69675	620.7589	1040.734
0.8040256	1040.734	1.28E-06	-1.88E-05	-6.30E-06	5.65E-06	-8.16E-06	-1.40E-05	118.927	76.10752	19.69515	620.7589	1040.734
0.8542772	1041.107	1.22E-06	-3.17E-06	-6.18E-06	-2.17E-06	-1.59E-05	-1.40E-05	118.906	76.09379	19.65773	620.7589	1041.107
0.9045288	1041.107	9.77E-07	-3.17E-06	-6.18E-06	-2.17E-06	-1.59E-05	-1.39E-05	118.7461	75.99116	19.65611	620.7589	1041.107
0.9547804	1041.48	9.77E-07	-3.17E-06	-6.18E-06	-2.14E-06	-1.59E-05	-1.39E-05	118.7251	75.97746	19.61863	620.7589	1041.48
1.005032	1041.48	9.77E-07	-3.17E-06	-6.18E-06	-2.11E-06	-1.58E-05	-1.39E-05	118.5653	75.87486	19.617	620.7589	1041.48
1.055284	1041.853	1.04E-06	-3.15E-06	-2.18E-05	-9.89E-06	-8.03E-06	1.70E-06	118.5443	75.86116	19.57953	620.7589	1041.853
1.105535	1041.853	1.04E-06	-3.15E-06	-2.17E-05	-9.89E-06	-7.97E-06	1.70E-06	118.3845	75.75859	19.57787	620.7589	1041.853
1.155787	1042.227	1.04E-06	-3.27E-06	-2.17E-05	-9.86E-06	43.10697	43.14151	118.3637	-0.9287582	19.54041	620.7589	1042.227
1.206038	1042.227	7.93E-07	-3.27E-06	-2.16E-05	-9.83E-06	43.02178	43.1052	118.2039	-0.9285488	19.53873	620.7589	1042.227
1.25629	952.9269	-3.05E-05	2.80E-05	-5.97E-06	-9.79E-06	42.98718	43.11941	118.183	-0.9292752	-19.94521	620.7588	952.9269
1.306542	952.9269	-3.05E-05	2.80E-05	-5.97E-06	-9.79E-06	42.9021	43.08313	118.0233	-0.9290633	-19.94347	620.7588	952.9269
1.356793	953.4628	-3.05E-05	1.24E-05	67.65372	38.08722	42.8676	4.98311	12.23382	-0.9297875	-19.90591	620.7588	953.4628
1.407045	953.4628	-3.03E-05	1.24E-05	67.50864	38.04451	42.78261	5.073308	12.22843	-0.9295735	-19.90422	620.7588	953.4628
1.457296	953.9987	-3.02E-05	1.22E-05	67.477	38.06553	42.74817	5.14991	12.18479	-0.930264	-19.86681	620.7588	953.9987
1.507548	953.9987	-3.02E-05	1.22E-05	67.33214	38.02282	42.66329	5.141093	12.1794	-0.9300478	-19.86516	620.7588	953.9987
1.5578	954.5345	-3.02E-05	47.27404	67.30053	21.00381	25.66638	5.020989	12.13601	-0.9307204	-19.8277	620.7588	954.5345
1.608051	954.5345	-3.02E-05	47.21355	67.1559	21.01078	25.65712	4.914212	12.13061	-0.9305019	-19.8261	620.7588	954.5345
1.658303	955.0702	-3.03E-05	47.22454	91.21048	34.60049	25.67258	-8.648355	-24.99175	-0.5503126	-20.645	620.7588	955.0702
1.708554	955.0702	-3.03E-05	47.1641	91.04189	34.59927	25.66331	-8.638841	-24.98742	-0.550198	-20.6433	620.7588	955.0702
1.758806	955.6059	-3.03E-05	47.17498	90.98262	34.59188	25.6788	-8.640315	-25.01439	-0.5504907	-20.60689	620.7588	955.6059
1.809058	955.6059	-3.03E-05	47.11458	90.81419	34.5068	25.66952	-8.63075	-25.01006	-0.5503784	-20.60549	620.7588	955.6059
1.859309	956.1417	56.11113	8.082949	65.89616	34.45761	45.87037	11.60002	-37.3117	-44.30403	-2.893192	748.705	956.1417
1.909561	956.1417	56.00887	8.09917	65.83865	34.37325	45.8404	11.6197	-37.30602	-44.28276	-2.893125	748.705	956.1417
1.959812	956.6773	56.01278	60.24925	65.84316	15.63217	15.27637	-0.04257936	-37.30558	-23.441	-2.889717	748.9462	956.6773
2.010064	956.6773	55.91067	60.23981	65.80641	15.6249	15.23353	-0.01616696	-37.29169	-23.43715	-2.889657	748.9462	956.6773
2.060316	957.2129	55.91453	60.26871	65.85254	15.63874	15.20972	-0.04976622	-45.44169	-28.65047	8.851417	749.187	957.2129
2.110567	957.2129	55.81257	60.23016	65.83656	15.62942	15.18231	-0.1072375	-45.4264	-28.63485	8.85114	749.187	957.2129
2.160819	957.7485	75.93694	46.20771	67.08796	21.36494	-0.5640152	-21.70043	-61.26129	-0.4766774	8.817387	795.2739	957.7485
2.21107	957.7485	75.80695	46.17345	67.06187	21.35026	-0.5190718	-21.69192	-61.236	-0.4646072	8.817099	795.2739	957.7485
2.261322	962.1754	75.80408	87.06517	67.10634	6.647758	-15.21076	-21.70748	-61.22203	-0.4109524	10.49546	795.5625	962.1754
2.311574	962.1754	75.67426	86.96745	67.08282	6.643851	-15.19934	-21.69111	-61.19852	-0.4013321	10.49515	795.5625	962.1754
2.361825	962.7151	117.4357	73.32697	20.04064	-14.88026	-16.63268	-1.633967	32.87622	24.159	-60.91557	890.9593	962.7151
2.412077	962.7151	117.2619	73.25712	20.02302	-14.85029	-16.63414	-1.623809	32.87992	24.12611	-60.89757	890.9593	962.7151
2.462328	972.5085	117.3658	73.19325	13.46478	-18.52034	-16.61465	2.067976	28.86393	14.93339	-36.21304	891.3212	972.5085
2.51258	972.5085	117.2263	73.10077	13.44855	-18.5227	-16.59547	2.070374	28.84946	14.91636	-36.2051	891.3212	972.5085
2.562832	973.0287	117.2459	55.69987	-4.940488	-22.63146	-13.31079	9.461238	57.65668	20.18499	-36.24336	891.6826	973.0287
2.613083	973.0287	117.1189	55.63827	-4.929236	-22.62959	-13.29237	9.432689	57.63269	20.17906	-36.23624	891.6826	973.0287
2.663335	920.1973	125.653	92.46497	-8.021226	-37.65178	-28.08702	9.653616	37.54211	6.903553	-32.25031	911.3686	920.1973
