0.000	16.4967	0
0.020	-10.1553	0.0129317
0.040	-10.1553	3.88E-02
0.060	-10.1552	6.46E-02
0.080	-10.1552	9.05E-02
0.100	-10.1552	0.1162625
0.120	-10.1552	0.1420441
0.140	-10.1551	0.1678052
0.160	-10.1551	0.1935459
0.180	-10.1550	0.2192662
0.200	-10.1550	0.2449661
0.220	-10.1550	0.2706456
0.240	-10.1550	0.2963046
0.260	-10.1549	0.3219433
0.280	-10.1549	0.3475615
0.300	-10.1548	0.3731594
0.320	-10.1548	0.398737
0.340	-10.1548	0.4242941
0.360	-10.1548	0.4498309
0.380	-10.1547	0.4753473
0.400	-10.1547	0.5008434
0.420	-10.1546	0.5263191
0.440	-10.1546	0.5517745
0.460	-10.1546	0.5772097
0.480	-10.1546	0.6026244
0.500	-10.1545	0.6280189
0.520	-10.1545	0.653393
0.540	-10.1544	0.6787469
0.560	-10.1544	0.7040804
0.580	-10.1544	0.7293937
0.600	-10.1544	0.7546867
0.620	-10.1543	0.7799594
0.640	-10.1543	0.8052118
0.660	-10.1542	0.8304441
0.680	-10.1542	0.855656
0.700	-10.1542	0.8808477
0.720	-10.1542	0.9060192
0.740	-10.1541	0.9311704
0.760	-10.1541	0.9563015
0.780	-10.1540	0.9814122
0.800	-10.1540	1.006503
0.820	-10.1540	1.031573
0.840	-10.1540	1.056623
0.860	-10.1539	1.081653
0.880	-10.1539	1.106663
0.900	-10.1538	1.131653
0.920	-10.1538	1.156622
0.940	-10.1538	1.181572
0.960	-10.1538	1.206501
0.980	-10.1537	1.23141
1.000	-10.1537	1.256299
1.020	-10.1537	1.281167
1.040	-10.1537	1.306016
1.060	-10.1536	1.330844
1.080	-10.1536	1.355653
1.100	-10.1535	1.380441
1.120	-10.1535	1.405209
1.140	-10.1535	1.429957
1.160	-10.1535	1.454685
1.180	-10.1534	1.479393
1.200	-10.1534	1.504081
1.220	-10.1533	1.528748
1.240	-10.1533	1.553396
1.260	-10.1533	1.578024
1.280	-10.1533	1.602631
1.300	-10.1532	1.627219
1.320	-10.1532	1.651786
1.340	-10.1532	1.676333
1.360	-10.1532	1.700861
1.380	-10.1531	1.725368
1.400	-10.1531	1.749856
1.420	-10.1530	1.774323
1.440	-10.1530	1.79877
1.460	-10.1530	1.823198
1.480	-10.1530	1.847605
1.500	-10.1529	1.871992
1.520	-10.1529	1.89636
1.540	-10.1528	1.920707
1.560	-10.1528	1.945035
1.580	-10.1528	1.969342
1.600	-10.1528	1.99363
1.620	-10.1527	2.017898
1.640	-10.1527	2.042145
1.660	-10.1527	2.066373
1.680	-10.1527	2.090581
1.700	-10.1526	2.114769
1.720	-10.1526	2.138937
1.740	-10.1525	2.163085
1.760	-10.1525	2.187214
1.780	-10.1525	2.211322
1.800	-10.1525	2.235411
1.820	-10.1524	2.259479
1.840	-10.1524	2.283528
1.860	-10.1524	2.307557
1.880	-10.1524	2.331566
1.900	-10.1523	2.355555
1.920	-10.1523	2.379524
1.940	-10.1522	2.403474
1.960	-10.1522	2.427403
1.980	-10.1522	2.451313
2.000	-10.1522	2.475203
2.020	-10.1521	2.499074
2.040	-10.1521	2.522924
2.060	-10.1520	2.546755
2.080	-10.1520	2.570565
2.100	-10.1520	2.594356
2.120	-10.1520	2.618128
2.140	-10.1519	2.641879
2.160	-10.1519	2.665611
2.180	-10.1519	2.689323
2.200	-10.1519	2.713015
2.220	-10.1518	2.736687
2.240	-10.1518	2.76034
2.260	-10.1518	2.783973
2.280	-10.1518	2.807586
2.300	-10.1517	2.83118
2.320	-10.1517	2.854753
2.340	-10.1516	2.878307
2.360	-10.1516	2.901842
2.380	-10.1516	2.925356
2.400	-10.1516	2.948851
2.420	-10.1429	2.968962
2.440	-10.1429	2.985688
2.460	-10.1428	3.002373
2.480	-10.1428	3.019019
2.500	-10.1427	3.035623
2.520	-10.1427	3.052188
2.540	-10.1426	3.068712
2.560	-10.1426	3.085196
2.580	-10.1426	3.101639
2.600	-10.1426	3.118042
2.620	-10.1425	3.134405
2.640	-10.1425	3.150728
2.660	-10.1424	3.16701
2.680	-10.1424	3.183253
2.700	-10.1423	3.199455
2.720	-10.1423	3.215617
2.740	-10.1422	3.231739
2.760	-10.1422	3.24782
2.780	-10.1421	3.263862
2.800	-10.1421	3.279863
2.820	-10.1421	3.295825
2.840	-10.1421	3.311746
2.860	-10.1420	3.327627
2.880	-10.1420	3.343469
2.900	-10.1419	3.35927
2.920	-10.1419	3.375032
2.940	-10.1418	3.390754
2.960	-10.1418	3.406435
2.980	-10.1417	3.422077
3.000	-10.1417	3.437679
3.020	-10.1417	3.453241
3.040	-10.1417	3.468763
3.060	-10.1416	3.484245
3.080	-10.1416	3.499688
3.100	-10.1415	3.515091
3.120	-10.1415	3.530454
3.140	-10.1414	3.545777
3.160	-10.1414	3.561061
3.180	-10.1414	3.576305
3.200	-10.1414	3.591509
3.220	-10.1361	3.603139
3.240	-10.1413	3.614729
3.260	-10.1360	3.626303
3.280	-10.1412	3.63786
3.300	-10.1360	3.6494
3.320	-10.1412	3.660922
3.340	-10.1360	3.672428
3.360	-10.1412	3.683916
3.380	-10.1360	3.695388
3.400	-10.1411	3.706843
3.420	-10.1360	3.718281
3.440	-10.1411	3.729702
3.460	-10.1360	3.741106
3.480	-10.1411	3.752492
3.500	-10.1359	3.763862
3.520	-10.1410	3.775215
3.540	-10.1359	3.786551
3.560	-10.1410	3.79787
3.580	-10.1359	3.809172
3.600	-10.1410	3.820457
3.620	-10.1359	3.831726
3.640	-10.1409	3.842977
3.660	-10.1359	3.854211
3.680	-10.1409	3.865428
3.700	-10.1359	3.876629
3.720	-10.1409	3.887813
3.740	-10.1358	3.898979
3.760	-10.1408	3.910129
3.780	-10.1358	3.921262
3.800	-10.1408	3.932377
3.820	-10.1358	3.943476
3.840	-10.1408	3.954558
3.860	-10.1358	3.965623
3.880	-10.1407	3.976671
3.900	-10.1358	3.987703
3.920	-10.1407	3.998717
3.940	-10.1358	4.009715
3.960	-10.1407	4.020695
3.980	-10.1357	4.031659
4.000	-10.1406	4.042605
4.020	-10.1357	4.053535
4.040	-10.1406	4.064448
4.060	-10.1357	4.075344
4.080	-10.1406	4.086223
4.100	-10.1357	4.097085
4.120	-10.1406	4.107931
4.140	-10.1357	4.118759
4.160	-10.1405	4.129571
4.180	-10.1357	4.140366
4.200	-10.1405	4.151143
4.220	-10.1357	4.161905
4.240	-10.1405	4.172649
4.260	-10.1356	4.183376
4.280	-10.1404	4.194087
4.300	-10.1356	4.20478
4.320	-10.1404	4.215457
4.340	-10.1356	4.226117
4.360	-10.1404	4.236759
4.380	-10.1356	4.247386
4.400	-10.1403	4.257995
4.420	-10.1356	4.268588
4.440	-10.1403	4.279163
4.460	-10.1356	4.289722
4.480	-10.1403	4.300263
4.500	-10.1355	4.310789
4.520	-10.1402	4.321297
4.540	-10.1355	4.331789
4.560	-10.1402	4.342263
4.580	-10.1355	4.352721
4.600	-10.1402	4.363162
4.620	-10.1355	4.373586
4.640	-10.1401	4.383993
4.660	-10.1355	4.394383
4.680	-10.1401	4.404757
4.700	-10.1355	4.415114
4.720	-10.1401	4.425454
4.740	-10.1355	4.435777
4.760	-10.1401	4.446084
4.780	-10.1351	4.455911
4.800	-10.1351	4.461762
4.820	-10.1350	4.467576
4.840	-10.1350	4.47335
4.860	-10.1350	4.479085
4.880	-10.1350	4.48478
4.900	-10.1350	4.490438
4.920	-10.1350	4.496056
4.940	-10.1350	4.501635
4.960	-10.1350	4.507175
4.980	-10.1349	4.512676
5.000	-10.1349	4.518139
5.020	-10.1349	4.523562
5.040	-10.1349	4.528947
5.060	-10.1349	4.534293
5.080	-10.1349	4.5396
5.100	-10.1349	4.544868
5.120	-10.1349	4.550097
5.140	-10.1348	4.555288
5.160	-10.1348	4.56044
5.180	-10.1348	4.565553
5.200	-10.1348	4.570628
5.220	-10.1348	4.575661
5.240	-10.1348	4.580632
5.260	-10.1347	4.58554
5.280	-10.1347	4.590386
5.300	-10.1347	4.59517
5.320	-10.1347	4.59989
5.340	-10.1347	4.604549
5.360	-10.1347	4.609145
5.380	-10.1346	4.613679
5.400	-10.1346	4.618151
5.420	-10.1346	4.622561
5.440	-10.1346	4.626909
5.460	-10.1346	4.631195
5.480	-10.1345	4.635419
5.500	-10.1345	4.639582
5.520	-10.1345	4.643682
5.540	-10.1345	4.647721
5.560	-10.1345	4.651698
5.580	-10.1345	4.655613
5.600	-10.1345	4.659468
5.620	-10.1342	4.659953
5.640	-10.1342	4.657114
5.660	-10.1343	4.654259
5.680	-10.1342	4.651389
5.700	-10.1343	4.648502
5.720	-10.1342	4.6456
5.740	-10.1343	4.642681
5.760	-10.1343	4.639747
5.780	-10.1343	4.636797
5.800	-10.1343	4.63383
5.820	-10.1343	4.630848
5.840	-10.1343	4.62785
5.860	-10.1343	4.624836
5.880	-10.1343	4.621806
5.900	-10.1343	4.61876
5.920	-10.1343	4.615697
5.940	-10.1343	4.61262
5.960	-10.1343	4.609526
5.980	-10.1343	4.606416
6.000	-10.1343	4.60329
6.020	-10.1343	4.600149
6.040	-10.1343	4.596991
6.060	-10.1343	4.593817
6.080	-10.1343	4.590628
6.100	-10.1343	4.587422
6.120	-10.1343	4.584201
6.140	-10.1343	4.580963
6.160	-10.1343	4.57771
6.180	-10.1343	4.574441
6.200	-10.1343	4.571156
6.220	-10.1343	4.567854
6.240	-10.1343	4.564538
6.260	-10.1343	4.561205
6.280	-10.1343	4.557856
6.300	-10.1344	4.554491
6.320	-10.1343	4.55111
6.340	-10.1344	4.547713
6.360	-10.1343	4.544301
6.380	-10.1344	4.540872
6.400	-10.1344	4.537427
6.420	-10.1344	4.533967
6.440	-10.1344	4.530491
6.460	-10.1344	4.526998
6.480	-10.1344	4.52349
6.500	-10.1344	4.519966
6.520	-10.1344	4.516426
6.540	-10.1344	4.512869
6.560	-10.1344	4.509297
6.580	-10.1344	4.50571
6.600	-10.1344	4.502106
6.620	-10.1344	4.498487
6.640	-10.1344	4.494851
6.660	-10.1344	4.491199
6.680	-10.1344	4.487532
6.700	-10.1344	4.483848
6.720	-10.1344	4.480149
6.740	-10.1344	4.476434
6.760	-10.1344	4.472703
6.780	-10.1344	4.468956
6.800	-10.1344	4.465192
6.820	-10.1344	4.461413
6.840	-10.1344	4.457619
6.860	-10.1345	4.453808
6.880	-10.1344	4.449981
6.900	-10.1345	4.446138
6.920	-10.1345	4.44228
6.940	-10.1345	4.438406
6.960	-10.1345	4.434515
6.980	-10.1345	4.430609
7.000	-10.1345	4.426687
7.020	-10.1345	4.422749
7.040	-10.1345	4.418795
7.060	-10.1345	4.414825
7.080	-10.1345	4.41084
7.100	-10.1345	4.406838
7.120	-10.1345	4.402821
7.140	-10.1345	4.398787
7.160	-10.1345	4.394737
7.180	-10.1345	4.390672
7.200	-10.1345	4.386591
7.220	-10.1345	4.382494
7.240	-10.1345	4.378381
7.260	-10.1345	4.374252
7.280	-10.1345	4.370108
7.300	-10.1345	4.365947
7.320	-10.1345	4.361771
7.340	-10.1346	4.357578
7.360	-10.1345	4.35337
7.380	-10.1346	4.349145
7.400	-10.1346	4.344905
