0.0000	149.390	0	0	0	0	0	0	0	0	0	0	0	0
0.0050	240.476	0	0	0	0	0	0	0	0	0	0	0	0
0.0100	240.476	0	0	0	0	0	0	0	0	0	0	0	0
0.0150	240.482	0	0	0	0	0	0	0	0	0	0	0	0
0.0200	240.482	0	0	0	0	0	0	0	0	0	0	0	0
0.0250	240.488	0	0	0	0	0	0	0	0	0	0	0	0
0.0300	240.488	0	0	0	0	0	0	0	0	0	0	0	0
0.0350	240.495	0	0	0	0	0	0	0	0	0	0	0	0
0.0400	240.495	0	0	0	0	0	0	0	0	0	0	0	0
0.0450	240.501	0	0	0	0	0	0	0	0	0	0	0	0
0.0500	240.501	0	0	0	0	0	0	0	0	0	0	0	0
0.0550	240.507	0	0	0	0	0	0	0	0	0	0	0	0
0.0600	240.507	0	0	0	0	0	0	0	0	0	0	0	0
0.0650	240.513	0	0	0	0	0	0	0	0	0	0	0	0
0.0700	240.513	0	0	0	0	0	0	0	0	0	0	0	0
0.0750	240.519	0	0	0	0	0	0	0	0	0	0	0	0
0.0800	240.519	0	0	0	0	0	0	0	0	0	0	0	0
0.0850	240.525	0	0	0	0	0	0	0	0	0	0	0	0
0.0900	240.525	0	0	0	0	0	0	0	0	0	0	0	0
0.0950	240.531	0	0	0	0	0	0	0	0	0	0	0	0
0.1000	240.531	0	0	0	0	0	0	0	0	0	0	0	0
0.1050	240.537	0	0	0	0	0	0	0	0	0	0	0	0
0.1100	240.537	0	0	0	0	0	0	0	0	0	0	0	0
0.1150	240.543	0	0	0	0	0	0	0	0	0	0	0	0
0.1200	240.543	0	0	0	0	0	0	0	0	0	0	0	0
0.1250	240.549	0	0	0	0	0	0	0	0	0	0	0	0
0.1300	240.549	0	0	0	0	0	0	0	0	0	0	0	0
0.1350	240.556	0	0	0	0	0	0	0	0	0	0	0	0
0.1400	240.556	0	0	0	0	0	0	0	0	0	0	0	0
0.1450	240.562	0	0	0	0	0	0	0	0	0	0	0	0
0.1500	240.562	0	0	0	0	0	0	0	0	0	0	0	0
0.1550	240.568	0	0	0	0	0	0	0	0	0	0	0	0
0.1600	240.568	0	0	0	0	0	0	0	0	0	0	0	0
0.1650	240.574	0	0	0	0	0	0	0	0	0	0	0	0
0.1700	240.574	0	0	0	0	0	0	0	0	0	0	0	0
0.1750	240.580	0	0	0	0	0	0	0	0	0	0	0	0
0.1800	240.580	0	0	0	0	0	0	0	0	0	0	0	0
0.1850	240.586	0	0	0	0	0	0	0	0	0	0	0	0
0.1900	240.586	0	0	0	0	0	0	0	0	0	0	0	0
0.1950	240.592	0	0	0	0	0	0	0	0	0	0	0	0
0.2000	240.592	0	0	0	0	0	0	0	0	0	0	0	0
0.2050	240.598	0	0	0	0	0	0	0	0	0	0	0	0
0.2100	240.598	0	0	0	0	0	0	0	0	0	0	0	0
0.2150	240.604	0	0	0	0	0	0	0	0	0	0	0	0
0.2200	240.604	0	0	0	0	0	0	0	0	0	0	0	0
0.2250	240.610	0	0	0	0	0	0	0	0	0	0	0	0
0.2300	240.610	0	0	0	0	0	0	0	0	0	0	0	0
0.2350	240.617	0	0	0	0	0	0	0	0	0	0	0	0
0.2400	240.617	0	0	0	0	0	0	0	0	0	0	0	0
0.2450	240.623	0	0	0	0	0	0	0	0	0	0	0	0
0.2500	240.623	0	0	0	0	0	0	0	0	0	0	0	0
0.2550	240.629	0	0	0	0	0	0	0	0	0	0	0	0
0.2600	240.629	0	0	0	0	0	0	0	0	0	0	0	0
0.2650	240.635	0	0	0	0	0	0	0	0	0	0	0	0
0.2700	240.635	0	0	0	0	0	0	0	0	0	0	0	0
0.2750	240.641	0	0	0	0	0	0	0	0	0	0	0	0
0.2800	240.641	0	0	0	0	0	0	0	0	0	0	0	0
0.2850	240.647	0	0	0	0	0	0	0	0	0	0	0	0
0.2900	240.647	0	0	0	0	0	0	0	0	0	0	0	0
0.2950	240.653	0	0	0	0	0	0	0	0	0	0	0	0
